684,39,331,417,2611,289,262,69,115,1245
869,92,118,1284,523,266,232,657,777,150
409,547,1004,370,600,592,95,159,67,78
699,222,2344,827,1108,391,219,1213,94,479
107,760,2055,154,56,594,410,276,388,37
